F1,nobail_no,F3,F4,prefix,F5
57366,1001007453,6,4,100,5
57367,1001007454,6,4,100,5
57368,1001007455,6,4,100,5
57369,1001007456,6,4,100,5
57370,1001007457,6,4,100,5
57371,1001007458,6,4,100,5
57372,1001007459,6,4,100,5
57373,1001007460,6,4,100,5
57374,1001007461,6,4,100,5
57375,1001007462,6,4,100,5
57376,1001007463,6,4,100,5
57377,1001007464,6,4,100,5
57378,1001007465,6,4,100,5
57379,1001007466,6,4,100,5
57380,1001007467,6,4,100,5
57381,1001007468,6,4,100,5
57382,1001007469,6,4,100,5
57383,1001007470,6,4,100,5
57384,1001007471,6,4,100,5
57385,1001007472,6,4,100,5
57386,1001007473,6,4,100,5
57387,1001007474,6,4,100,5
57388,1001007475,6,4,100,5
57389,1001007476,6,4,100,5
57390,1001007477,6,4,100,5
57391,1001007478,6,4,100,5
57392,1001007479,6,4,100,5
57393,1001007480,6,4,100,5
57394,1001007481,6,4,100,5
57395,1001007482,6,4,100,5
57396,1001007483,6,4,100,5
57397,1001007484,6,4,100,5
57398,1001007485,6,4,100,5
57399,1001007486,6,4,100,5
57400,1001007487,6,4,100,5
57401,1001007488,6,4,100,5
57402,1001007489,6,4,100,5
57403,1001007490,6,4,100,5
57404,1001007491,6,4,100,5
57405,1001007492,6,4,100,5
57406,1001007493,6,4,100,5
57407,1001007494,6,4,100,5
57408,1001007495,6,4,100,5
57409,1001007496,6,4,100,5
57410,1001007497,6,4,100,5
57411,1001007498,6,4,100,5
57412,1001007499,6,4,100,5
57413,1001007500,6,4,100,5
57414,1001007501,6,4,100,5
57415,1001007502,6,4,100,5
57416,1001007503,6,4,100,5
57417,1001007504,6,4,100,5
57418,1001007505,6,4,100,5
57419,1001007506,6,4,100,5
57420,1001007507,6,4,100,5
57421,1001007508,6,4,100,5
57422,1001007509,6,4,100,5
57423,1001007510,6,4,100,5
57424,1001007511,6,4,100,5
57425,1001007512,6,4,100,5
57426,1001007513,6,4,100,5
57427,1001007514,6,4,100,5
57428,1001007515,6,4,100,5
57429,1001007516,6,4,100,5
57430,1001007517,6,4,100,5
57431,1001007518,6,4,100,5
57432,1001007519,6,4,100,5
57433,1001007520,6,4,100,5
57434,1001007521,6,4,100,5
57435,1001007522,6,4,100,5
57436,1001007523,6,4,100,5
57437,1001007524,6,4,100,5
57438,1001007525,6,4,100,5
57439,1001007526,6,4,100,5
57440,1001007527,6,4,100,5
57441,1001007528,6,4,100,5
57442,1001007529,6,4,100,5
57443,1001007530,6,4,100,5
57444,1001007531,6,4,100,5
57445,1001007532,6,4,100,5
57446,1001007533,6,4,100,5
57447,1001007534,6,4,100,5
57448,1001007535,6,4,100,5
57449,1001007536,6,4,100,5
57450,1001007537,6,4,100,5
57451,1001007538,6,4,100,5
57452,1001007539,6,4,100,5
57453,1001007540,6,4,100,5
57454,1001007541,6,4,100,5
57455,1001007542,6,4,100,5
57456,1001007543,6,4,100,5
57457,1001007544,6,4,100,5
57458,1001007545,6,4,100,5
57459,1001007546,6,4,100,5
57460,1001007547,6,4,100,5
57461,1001007548,6,4,100,5
57462,1001007549,6,4,100,5
57463,1001007550,6,4,100,5
57464,1001007551,6,4,100,5
57465,1001007552,6,4,100,5
57466,1001007553,6,4,100,5
57467,1001007554,6,4,100,5
57468,1001007555,6,4,100,5
57469,1001007556,6,4,100,5
57470,1001007557,6,4,100,5
57471,1001007558,6,4,100,5
57472,1001007559,6,4,100,5
57473,1001007560,6,4,100,5
57474,1001007561,6,4,100,5
57475,1001007562,6,4,100,5
57476,1001007563,6,4,100,5
57477,1001007564,6,4,100,5
57478,1001007565,6,4,100,5
57479,1001007566,6,4,100,5
57480,1001007567,6,4,100,5
57481,1001007568,6,4,100,5
57482,1001007569,6,4,100,5
57483,1001007570,6,4,100,5
57484,1001007571,6,4,100,5
57485,1001007572,6,4,100,5
57486,1001007573,6,4,100,5
57487,1001007574,6,4,100,5
57488,1001007575,6,4,100,5
57489,1001007576,6,4,100,5
57490,1001007577,6,4,100,5
57491,1001007578,6,4,100,5
57492,1001007579,6,4,100,5
57493,1001007580,6,4,100,5
57494,1001007581,6,4,100,5
57495,1001007582,6,4,100,5
57496,1001007583,6,4,100,5
57497,1001007584,6,4,100,5
57498,1001007585,6,4,100,5
57499,1001007586,6,4,100,5
57500,1001007587,6,4,100,5
57501,1001007588,6,4,100,5
57502,1001007589,6,4,100,5
57503,1001007590,6,4,100,5
57504,1001007591,6,4,100,5
57505,1001007592,6,4,100,5
57506,1001007593,6,4,100,5
57507,1001007594,6,4,100,5
57508,1001007595,6,4,100,5
57509,1001007596,6,4,100,5
57510,1001007597,6,4,100,5
57511,1001007598,6,4,100,5
57512,1001007599,6,4,100,5
57513,1001007600,6,4,100,5
57514,1001007601,6,4,100,5
57515,1001007602,6,4,100,5
57516,1001007603,6,4,100,5
57517,1001007604,6,4,100,5
57518,1001007605,6,4,100,5
57519,1001007606,6,4,100,5
57520,1001007607,6,4,100,5
57521,1001007608,6,4,100,5
57522,1001007609,6,4,100,5
57523,1001007610,6,4,100,5
57524,1001007611,6,4,100,5
57525,1001007612,6,4,100,5
57526,1001007613,6,4,100,5
57527,1001007614,6,4,100,5
57528,1001007615,6,4,100,5
57529,1001007616,6,4,100,5
57530,1001007617,6,4,100,5
57531,1001007618,6,4,100,5
57532,1001007619,6,4,100,5
57533,1001007620,6,4,100,5
57534,1001007621,6,4,100,5
57535,1001007622,6,4,100,5
57536,1001007623,6,4,100,5
57537,1001007624,6,4,100,5
57538,1001007625,6,4,100,5
57539,1001007626,6,4,100,5
57540,1001007627,6,4,100,5
57541,1001007628,6,4,100,5
57542,1001007629,6,4,100,5
57543,1001007630,6,4,100,5
57544,1001007631,6,4,100,5
57545,1001007632,6,4,100,5
57546,1001007633,6,4,100,5
57547,1001007634,6,4,100,5
57548,1001007635,6,4,100,5
57549,1001007636,6,4,100,5
57550,1001007637,6,4,100,5
57551,1001007638,6,4,100,5
57552,1001007639,6,4,100,5
57553,1001007640,6,4,100,5
57554,1001007641,6,4,100,5
57555,1001007642,6,4,100,5
57556,1001007643,6,4,100,5
57557,1001007644,6,4,100,5
57558,1001007645,6,4,100,5
57559,1001007646,6,4,100,5
57560,1001007647,6,4,100,5
57561,1001007648,6,4,100,5
57562,1001007649,6,4,100,5
57563,1001007650,6,4,100,5
57564,1001007651,6,4,100,5
57565,1001007652,6,4,100,5
57566,1001007653,6,4,100,5
57567,1001007654,6,4,100,5
57568,1001007655,6,4,100,5
57569,1001007656,6,4,100,5
57570,1001007657,6,4,100,5
57571,1001007658,6,4,100,5
57572,1001007659,6,4,100,5
57573,1001007660,6,4,100,5
57574,1001007661,6,4,100,5
57575,1001007662,6,4,100,5
57576,1001007663,6,4,100,5
57577,1001007664,6,4,100,5
57578,1001007665,6,4,100,5
57579,1001007666,6,4,100,5
57580,1001007667,6,4,100,5
57581,1001007668,6,4,100,5
57582,1001007669,6,4,100,5
57583,1001007670,6,4,100,5
57584,1001007671,6,4,100,5
57585,1001007672,6,4,100,5
57586,1001007673,6,4,100,5
57587,1001007674,6,4,100,5
57588,1001007675,6,4,100,5
57589,1001007676,6,4,100,5
57590,1001007677,6,4,100,5
57591,1001007678,6,4,100,5
57592,1001007679,6,4,100,5
57593,1001007680,6,4,100,5
57594,1001007681,6,4,100,5
57595,1001007682,6,4,100,5
57596,1001007683,6,4,100,5
57597,1001007684,6,4,100,5
57598,1001007685,6,4,100,5
57599,1001007686,6,4,100,5
57600,1001007687,6,4,100,5
57601,1001007688,6,4,100,5
57602,1001007689,6,4,100,5
57603,1001007690,6,4,100,5
57604,1001007691,6,4,100,5
57605,1001007692,6,4,100,5
57606,1001007693,6,4,100,5
57607,1001007694,6,4,100,5
57608,1001007695,6,4,100,5
57609,1001007696,6,4,100,5
57610,1001007697,6,4,100,5
57611,1001007698,6,4,100,5
57612,1001007699,6,4,100,5
57613,1001007700,6,4,100,5
57614,1001007701,6,4,100,5
57615,1001007702,6,4,100,5
57616,1001007703,6,4,100,5
57617,1001007704,6,4,100,5
57618,1001007705,6,4,100,5
57619,1001007706,6,4,100,5
57620,1001007707,6,4,100,5
57621,1001007708,6,4,100,5
57622,1001007709,6,4,100,5
57623,1001007710,6,4,100,5
57624,1001007711,6,4,100,5
57625,1001007712,6,4,100,5
57626,1001007713,6,4,100,5
57627,1001007714,6,4,100,5
57628,1001007715,6,4,100,5
57629,1001007716,6,4,100,5
57630,1001007717,6,4,100,5
57631,1001007718,6,4,100,5
57632,1001007719,6,4,100,5
57633,1001007720,6,4,100,5
57634,1001007721,6,4,100,5
57635,1001007722,6,4,100,5
57636,1001007723,6,4,100,5
57637,1001007724,6,4,100,5
57638,1001007725,6,4,100,5
57639,1001007726,6,4,100,5
57640,1001007727,6,4,100,5
57641,1001007728,6,4,100,5
57642,1001007729,6,4,100,5
57643,1001007730,6,4,100,5
57644,1001007731,6,4,100,5
57645,1001007732,6,4,100,5
57646,1001007733,6,4,100,5
57647,1001007734,6,4,100,5
57648,1001007735,6,4,100,5
57649,1001007736,6,4,100,5
57650,1001007737,6,4,100,5
57651,1001007738,6,4,100,5
57652,1001007739,6,4,100,5
57653,1001007740,6,4,100,5
57654,1001007741,6,4,100,5
57655,1001007742,6,4,100,5
57656,1001007743,6,4,100,5
57657,1001007744,6,4,100,5
57658,1001007745,6,4,100,5
57659,1001007746,6,4,100,5
57660,1001007747,6,4,100,5
57661,1001007748,6,4,100,5
57662,1001007749,6,4,100,5
57663,1001007750,6,4,100,5
57664,1001007751,6,4,100,5
57665,1001007752,6,4,100,5
57666,1001007753,6,4,100,5
57667,1001007754,6,4,100,5
57668,1001007755,6,4,100,5
57669,1001007756,6,4,100,5
57670,1001007757,6,4,100,5
57671,1001007758,6,4,100,5
57672,1001007759,6,4,100,5
57673,1001007760,6,4,100,5
57674,1001007761,6,4,100,5
57675,1001007762,6,4,100,5
57676,1001007763,6,4,100,5
57677,1001007764,6,4,100,5
57678,1001007765,6,4,100,5
57679,1001007766,6,4,100,5
57680,1001007767,6,4,100,5
57681,1001007768,6,4,100,5
57682,1001007769,6,4,100,5
57683,1001007770,6,4,100,5
57684,1001007771,6,4,100,5
57685,1001007772,6,4,100,5
57686,1001007773,6,4,100,5
57687,1001007774,6,4,100,5
57688,1001007775,6,4,100,5
57689,1001007776,6,4,100,5
57690,1001007777,6,4,100,5
57691,1001007778,6,4,100,5
57692,1001007779,6,4,100,5
57693,1001007780,6,4,100,5
57694,1001007781,6,4,100,5
57695,1001007782,6,4,100,5
57696,1001007783,6,4,100,5
57697,1001007784,6,4,100,5
57698,1001007785,6,4,100,5
57699,1001007786,6,4,100,5
57700,1001007787,6,4,100,5
57701,1001007788,6,4,100,5
57702,1001007789,6,4,100,5
57703,1001007790,6,4,100,5
57704,1001007791,6,4,100,5
57705,1001007792,6,4,100,5
57706,1001007793,6,4,100,5
57707,1001007794,6,4,100,5
57708,1001007795,6,4,100,5
57709,1001007796,6,4,100,5
57710,1001007797,6,4,100,5
57711,1001007798,6,4,100,5
57712,1001007799,6,4,100,5
57713,1001007800,6,4,100,5
57714,1001007801,6,4,100,5
57715,1001007802,6,4,100,5
57716,1001007803,6,4,100,5
57717,1001007804,6,4,100,5
57718,1001007805,6,4,100,5
57719,1001007806,6,4,100,5
57720,1001007807,6,4,100,5
57721,1001007808,6,4,100,5
57722,1001007809,6,4,100,5
57723,1001007810,6,4,100,5
57724,1001007811,6,4,100,5
57725,1001007812,6,4,100,5
57726,1001007813,6,4,100,5
57727,1001007814,6,4,100,5
57728,1001007815,6,4,100,5
57729,1001007816,6,4,100,5
57730,1001007817,6,4,100,5
57731,1001007818,6,4,100,5
57732,1001007819,6,4,100,5
57733,1001007820,6,4,100,5
57734,1001007821,6,4,100,5
57735,1001007822,6,4,100,5
57736,1001007823,6,4,100,5
57737,1001007824,6,4,100,5
57738,1001007825,6,4,100,5
57739,1001007826,6,4,100,5
57740,1001007827,6,4,100,5
57741,1001007828,6,4,100,5
57742,1001007829,6,4,100,5
57743,1001007830,6,4,100,5
57744,1001007831,6,4,100,5
57745,1001007832,6,4,100,5
57746,1001007833,6,4,100,5
57747,1001007834,6,4,100,5
57748,1001007835,6,4,100,5
57749,1001007836,6,4,100,5
57750,1001007837,6,4,100,5
57751,1001007838,6,4,100,5
57752,1001007839,6,4,100,5
57753,1001007840,6,4,100,5
57754,1001007841,6,4,100,5
57755,1001007842,6,4,100,5
57756,1001007843,6,4,100,5
57757,1001007844,6,4,100,5
57758,1001007845,6,4,100,5
57759,1001007846,6,4,100,5
57760,1001007847,6,4,100,5
57761,1001007848,6,4,100,5
57762,1001007849,6,4,100,5
57763,1001007850,6,4,100,5
57764,1001007851,6,4,100,5
57765,1001007852,6,4,100,5
57766,1001007853,6,4,100,5
57767,1001007854,6,4,100,5
57768,1001007855,6,4,100,5
57769,1001007856,6,4,100,5
57770,1001007857,6,4,100,5
57771,1001007858,6,4,100,5
57772,1001007859,6,4,100,5
57773,1001007860,6,4,100,5
57774,1001007861,6,4,100,5
57775,1001007862,6,4,100,5
57776,1001007863,6,4,100,5
57777,1001007864,6,4,100,5
57778,1001007865,6,4,100,5
57779,1001007866,6,4,100,5
57780,1001007867,6,4,100,5
57781,1001007868,6,4,100,5
57782,1001007869,6,4,100,5
57783,1001007870,6,4,100,5
57784,1001007871,6,4,100,5
57785,1001007872,6,4,100,5
57786,1001007873,6,4,100,5
57787,1001007874,6,4,100,5
57788,1001007875,6,4,100,5
57789,1001007876,6,4,100,5
57790,1001007877,6,4,100,5
57791,1001007878,6,4,100,5
57792,1001007879,6,4,100,5
57793,1001007880,6,4,100,5
57794,1001007881,6,4,100,5
57795,1001007882,6,4,100,5
57796,1001007883,6,4,100,5
57797,1001007884,6,4,100,5
57798,1001007885,6,4,100,5
57799,1001007886,6,4,100,5
57800,1001007887,6,4,100,5
57801,1001007888,6,4,100,5
57802,1001007889,6,4,100,5
57803,1001007890,6,4,100,5
57804,1001007891,6,4,100,5
57805,1001007892,6,4,100,5
57806,1001007893,6,4,100,5
57807,1001007894,6,4,100,5
57808,1001007895,6,4,100,5
57809,1001007896,6,4,100,5
57810,1001007897,6,4,100,5
57811,1001007898,6,4,100,5
57812,1001007899,6,4,100,5
57813,1001007900,6,4,100,5
57814,1001007901,6,4,100,5
57815,1001007902,6,4,100,5
57816,1001007903,6,4,100,5
57817,1001007904,6,4,100,5
57818,1001007905,6,4,100,5
57819,1001007906,6,4,100,5
57820,1001007907,6,4,100,5
57821,1001007908,6,4,100,5
57822,1001007909,6,4,100,5
57823,1001007910,6,4,100,5
57824,1001007911,6,4,100,5
57825,1001007912,6,4,100,5
57826,1001007913,6,4,100,5
57827,1001007914,6,4,100,5
57828,1001007915,6,4,100,5
57829,1001007916,6,4,100,5
57830,1001007917,6,4,100,5
57831,1001007918,6,4,100,5
57832,1001007919,6,4,100,5
57833,1001007920,6,4,100,5
57834,1001007921,6,4,100,5
57835,1001007922,6,4,100,5
57836,1001007923,6,4,100,5
57837,1001007924,6,4,100,5
57838,1001007925,6,4,100,5
57839,1001007926,6,4,100,5
57840,1001007927,6,4,100,5
57841,1001007928,6,4,100,5
57842,1001007929,6,4,100,5
57843,1001007930,6,4,100,5
57844,1001007931,6,4,100,5
57845,1001007932,6,4,100,5
57846,1001007933,6,4,100,5
57847,1001007934,6,4,100,5
57848,1001007935,6,4,100,5
57849,1001007936,6,4,100,5
57850,1001007937,6,4,100,5
57851,1001007938,6,4,100,5
57852,1001007939,6,4,100,5
57853,1001007940,6,4,100,5
57854,1001007941,6,4,100,5
57855,1001007942,6,4,100,5
57856,1001007943,6,4,100,5
57857,1001007944,6,4,100,5
57858,1001007945,6,4,100,5
57859,1001007946,6,4,100,5
57860,1001007947,6,4,100,5
57861,1001007948,6,4,100,5
57862,1001007949,6,4,100,5
57863,1001007950,6,4,100,5
57864,1001007951,6,4,100,5
57865,1001007952,6,4,100,5
57866,1001007953,6,4,100,5
57867,1001007954,6,4,100,5
57868,1001007955,6,4,100,5
57869,1001007956,6,4,100,5
57870,1001007957,6,4,100,5
57871,1001007958,6,4,100,5
57872,1001007959,6,4,100,5
57873,1001007960,6,4,100,5
57874,1001007961,6,4,100,5
57875,1001007962,6,4,100,5
57876,1001007963,6,4,100,5
57877,1001007964,6,4,100,5
57878,1001007965,6,4,100,5
57879,1001007966,6,4,100,5
57880,1001007967,6,4,100,5
57881,1001007968,6,4,100,5
57882,1001007969,6,4,100,5
57883,1001007970,6,4,100,5
57884,1001007971,6,4,100,5
57885,1001007972,6,4,100,5
57886,1001007973,6,4,100,5
57887,1001007974,6,4,100,5
57888,1001007975,6,4,100,5
57889,1001007976,6,4,100,5
57890,1001007977,6,4,100,5
57891,1001007978,6,4,100,5
57892,1001007979,6,4,100,5
57893,1001007980,6,4,100,5
57894,1001007981,6,4,100,5
57895,1001007982,6,4,100,5
57896,1001007983,6,4,100,5
57897,1001007984,6,4,100,5
57898,1001007985,6,4,100,5
57899,1001007986,6,4,100,5
57900,1001007987,6,4,100,5
57901,1001007988,6,4,100,5
57902,1001007989,6,4,100,5
57903,1001007990,6,4,100,5
57904,1001007991,6,4,100,5
57905,1001007992,6,4,100,5
57906,1001007993,6,4,100,5
57907,1001007994,6,4,100,5
57908,1001007995,6,4,100,5
57909,1001007996,6,4,100,5
57910,1001007997,6,4,100,5
57911,1001007998,6,4,100,5
57912,1001007999,6,4,100,5
57913,1001008000,6,4,100,5
57914,1001008001,6,4,100,5
57915,1001008002,6,4,100,5
57916,1001008003,6,4,100,5
57917,1001008004,6,4,100,5
57918,1001008005,6,4,100,5
57919,1001008006,6,4,100,5
57920,1001008007,6,4,100,5
57921,1001008008,6,4,100,5
57922,1001008009,6,4,100,5
57923,1001008010,6,4,100,5
57924,1001008011,6,4,100,5
57925,1001008012,6,4,100,5
57926,1001008013,6,4,100,5
57927,1001008014,6,4,100,5
57928,1001008015,6,4,100,5
57929,1001008016,6,4,100,5
57930,1001008017,6,4,100,5
57931,1001008018,6,4,100,5
57932,1001008019,6,4,100,5
57933,1001008020,6,4,100,5
57934,1001008021,6,4,100,5
57935,1001008022,6,4,100,5
57936,1001008023,6,4,100,5
57937,1001008024,6,4,100,5
57938,1001008025,6,4,100,5
57939,1001008026,6,4,100,5
57940,1001008027,6,4,100,5
57941,1001008028,6,4,100,5
57942,1001008029,6,4,100,5
57943,1001008030,6,4,100,5
57944,1001008031,6,4,100,5
57945,1001008032,6,4,100,5
57946,1001008033,6,4,100,5
57947,1001008034,6,4,100,5
57948,1001008035,6,4,100,5
57949,1001008036,6,4,100,5
57950,1001008037,6,4,100,5
57951,1001008038,6,4,100,5
57952,1001008039,6,4,100,5
57953,1001008040,6,4,100,5
57954,1001008041,6,4,100,5
57955,1001008042,6,4,100,5
57956,1001008043,6,4,100,5
57957,1001008044,6,4,100,5
57958,1001008045,6,4,100,5
57959,1001008046,6,4,100,5
57960,1001008047,6,4,100,5
57961,1001008048,6,4,100,5
57962,1001008049,6,4,100,5
57963,1001008050,6,4,100,5
57964,1001008051,6,4,100,5
57965,1001008052,6,4,100,5
57966,1001008053,6,4,100,5
57967,1001008054,6,4,100,5
57968,1001008055,6,4,100,5
57969,1001008056,6,4,100,5
57970,1001008057,6,4,100,5
57971,1001008058,6,4,100,5
57972,1001008059,6,4,100,5
57973,1001008060,6,4,100,5
57974,1001008061,6,4,100,5
57975,1001008062,6,4,100,5
57976,1001008063,6,4,100,5
57977,1001008064,6,4,100,5
57978,1001008065,6,4,100,5
57979,1001008066,6,4,100,5
57980,1001008067,6,4,100,5
57981,1001008068,6,4,100,5
57982,1001008069,6,4,100,5
57983,1001008070,6,4,100,5
57984,1001008071,6,4,100,5
57985,1001008072,6,4,100,5
57986,1001008073,6,4,100,5
57987,1001008074,6,4,100,5
57988,1001008075,6,4,100,5
57989,1001008076,6,4,100,5
57990,1001008077,6,4,100,5
57991,1001008078,6,4,100,5
57992,1001008079,6,4,100,5
57993,1001008080,6,4,100,5
57994,1001008081,6,4,100,5
57995,1001008082,6,4,100,5
57996,1001008083,6,4,100,5
57997,1001008084,6,4,100,5
57998,1001008085,6,4,100,5
57999,1001008086,6,4,100,5
58000,1001008087,6,4,100,5
58001,1001008088,6,4,100,5
58002,1001008089,6,4,100,5
58003,1001008090,6,4,100,5
58004,1001008091,6,4,100,5
58005,1001008092,6,4,100,5
58006,1001008093,6,4,100,5
58007,1001008094,6,4,100,5
58008,1001008095,6,4,100,5
58009,1001008096,6,4,100,5
58010,1001008097,6,4,100,5
58011,1001008098,6,4,100,5
58012,1001008099,6,4,100,5
58013,1001008100,6,4,100,5
58014,1001008101,6,4,100,5
58015,1001008102,6,4,100,5
58016,1001008103,6,4,100,5
58017,1001008104,6,4,100,5
58018,1001008105,6,4,100,5
58019,1001008106,6,4,100,5
58020,1001008107,6,4,100,5
58021,1001008108,6,4,100,5
58022,1001008109,6,4,100,5
58023,1001008110,6,4,100,5
58024,1001008111,6,4,100,5
58025,1001008112,6,4,100,5
58026,1001008113,6,4,100,5
58027,1001008114,6,4,100,5
58028,1001008115,6,4,100,5
58029,1001008116,6,4,100,5
58030,1001008117,6,4,100,5
58031,1001008118,6,4,100,5
58032,1001008119,6,4,100,5
58033,1001008120,6,4,100,5
58034,1001008121,6,4,100,5
58035,1001008122,6,4,100,5
58036,1001008123,6,4,100,5
58037,1001008124,6,4,100,5
58038,1001008125,6,4,100,5
58039,1001008126,6,4,100,5
58040,1001008127,6,4,100,5
58041,1001008128,6,4,100,5
58042,1001008129,6,4,100,5
58043,1001008130,6,4,100,5
58044,1001008131,6,4,100,5
58045,1001008132,6,4,100,5
58046,1001008133,6,4,100,5
58047,1001008134,6,4,100,5
58048,1001008135,6,4,100,5
58049,1001008136,6,4,100,5
58050,1001008137,6,4,100,5
58051,1001008138,6,4,100,5
58052,1001008139,6,4,100,5
58053,1001008140,6,4,100,5
58054,1001008141,6,4,100,5
58055,1001008142,6,4,100,5
58056,1001008143,6,4,100,5
58057,1001008144,6,4,100,5
58058,1001008145,6,4,100,5
58059,1001008146,6,4,100,5
58060,1001008147,6,4,100,5
58061,1001008148,6,4,100,5
58062,1001008149,6,4,100,5
58063,1001008150,6,4,100,5
58064,1001008151,6,4,100,5
58065,1001008152,6,4,100,5
58066,1001008153,6,4,100,5
58067,1001008154,6,4,100,5
58068,1001008155,6,4,100,5
58069,1001008156,6,4,100,5
58070,1001008157,6,4,100,5
58071,1001008158,6,4,100,5
58072,1001008159,6,4,100,5
58073,1001008160,6,4,100,5
58074,1001008161,6,4,100,5
58075,1001008162,6,4,100,5
58076,1001008163,6,4,100,5
58077,1001008164,6,4,100,5
58078,1001008165,6,4,100,5
58079,1001008166,6,4,100,5
58080,1001008167,6,4,100,5
58081,1001008168,6,4,100,5
58082,1001008169,6,4,100,5
58083,1001008170,6,4,100,5
58084,1001008171,6,4,100,5
58085,1001008172,6,4,100,5
58086,1001008173,6,4,100,5
58087,1001008174,6,4,100,5
58088,1001008175,6,4,100,5
58089,1001008176,6,4,100,5
58090,1001008177,6,4,100,5
58091,1001008178,6,4,100,5
58092,1001008179,6,4,100,5
58093,1001008180,6,4,100,5
58094,1001008181,6,4,100,5
58095,1001008182,6,4,100,5
58096,1001008183,6,4,100,5
58097,1001008184,6,4,100,5
58098,1001008185,6,4,100,5
58099,1001008186,6,4,100,5
58100,1001008187,6,4,100,5
58101,1001008188,6,4,100,5
58102,1001008189,6,4,100,5
58103,1001008190,6,4,100,5
58104,1001008191,6,4,100,5
58105,1001008192,6,4,100,5
58106,1001008193,6,4,100,5
58107,1001008194,6,4,100,5
58108,1001008195,6,4,100,5
58109,1001008196,6,4,100,5
58110,1001008197,6,4,100,5
58111,1001008198,6,4,100,5
58112,1001008199,6,4,100,5
58113,1001008200,6,4,100,5
58114,1001008201,6,4,100,5
58115,1001008202,6,4,100,5
58116,1001008203,6,4,100,5
58117,1001008204,6,4,100,5
58118,1001008205,6,4,100,5
58119,1001008206,6,4,100,5
58120,1001008207,6,4,100,5
58121,1001008208,6,4,100,5
58122,1001008209,6,4,100,5
58123,1001008210,6,4,100,5
58124,1001008211,6,4,100,5
58125,1001008212,6,4,100,5
58126,1001008213,6,4,100,5
58127,1001008214,6,4,100,5
58128,1001008215,6,4,100,5
58129,1001008216,6,4,100,5
58130,1001008217,6,4,100,5
58131,1001008218,6,4,100,5
58132,1001008219,6,4,100,5
58133,1001008220,6,4,100,5
58134,1001008221,6,4,100,5
58135,1001008222,6,4,100,5
58136,1001008223,6,4,100,5
58137,1001008224,6,4,100,5
58138,1001008225,6,4,100,5
58139,1001008226,6,4,100,5
58140,1001008227,6,4,100,5
58141,1001008228,6,4,100,5
58142,1001008229,6,4,100,5
58143,1001008230,6,4,100,5
58144,1001008231,6,4,100,5
58145,1001008232,6,4,100,5
58146,1001008233,6,4,100,5
58147,1001008234,6,4,100,5
58148,1001008235,6,4,100,5
58149,1001008236,6,4,100,5
58150,1001008237,6,4,100,5
58151,1001008238,6,4,100,5
58152,1001008239,6,4,100,5
58153,1001008240,6,4,100,5
58154,1001008241,6,4,100,5
58155,1001008242,6,4,100,5
58156,1001008243,6,4,100,5
58157,1001008244,6,4,100,5
58158,1001008245,6,4,100,5
58159,1001008246,6,4,100,5
58160,1001008247,6,4,100,5
58161,1001008248,6,4,100,5
58162,1001008249,6,4,100,5
58163,1001008250,6,4,100,5
58164,1001008251,6,4,100,5
58165,1001008252,6,4,100,5
58166,1001008253,6,4,100,5
58167,1001008254,6,4,100,5
58168,1001008255,6,4,100,5
58169,1001008256,6,4,100,5
58170,1001008257,6,4,100,5
58171,1001008258,6,4,100,5
58172,1001008259,6,4,100,5
58173,1001008260,6,4,100,5
58174,1001008261,6,4,100,5
58175,1001008262,6,4,100,5
58176,1001008263,6,4,100,5
58177,1001008264,6,4,100,5
58178,1001008265,6,4,100,5
58179,1001008266,6,4,100,5
58180,1001008267,6,4,100,5
58181,1001008268,6,4,100,5
58182,1001008269,6,4,100,5
58183,1001008270,6,4,100,5
58184,1001008271,6,4,100,5
58185,1001008272,6,4,100,5
58186,1001008273,6,4,100,5
58187,1001008274,6,4,100,5
58188,1001008275,6,4,100,5
58189,1001008276,6,4,100,5
58190,1001008277,6,4,100,5
58191,1001008278,6,4,100,5
58192,1001008279,6,4,100,5
58193,1001008280,6,4,100,5
58194,1001008281,6,4,100,5
58195,1001008282,6,4,100,5
58196,1001008283,6,4,100,5
58197,1001008284,6,4,100,5
58198,1001008285,6,4,100,5
58199,1001008286,6,4,100,5
58200,1001008287,6,4,100,5
58201,1001008288,6,4,100,5
58202,1001008289,6,4,100,5
58203,1001008290,6,4,100,5
58204,1001008291,6,4,100,5
58205,1001008292,6,4,100,5
58206,1001008293,6,4,100,5
58207,1001008294,6,4,100,5
58208,1001008295,6,4,100,5
58209,1001008296,6,4,100,5
58210,1001008297,6,4,100,5
58211,1001008298,6,4,100,5
58212,1001008299,6,4,100,5
58213,1001008300,6,4,100,5
58214,1001008301,6,4,100,5
58215,1001008302,6,4,100,5
58216,1001008303,6,4,100,5
58217,1001008304,6,4,100,5
58218,1001008305,6,4,100,5
58219,1001008306,6,4,100,5
58220,1001008307,6,4,100,5
58221,1001008308,6,4,100,5
58222,1001008309,6,4,100,5
58223,1001008310,6,4,100,5
58224,1001008311,6,4,100,5
58225,1001008312,6,4,100,5
58226,1001008313,6,4,100,5
58227,1001008314,6,4,100,5
58228,1001008315,6,4,100,5
58229,1001008316,6,4,100,5
58230,1001008317,6,4,100,5
58231,1001008318,6,4,100,5
58232,1001008319,6,4,100,5
58233,1001008320,6,4,100,5
58234,1001008321,6,4,100,5
58235,1001008322,6,4,100,5
58236,1001008323,6,4,100,5
58237,1001008324,6,4,100,5
58238,1001008325,6,4,100,5
